identifier,L_min,L_max,P_min,P_max,S_min,S_max
ISPY2_227881,18.129302442073822,186.14660024642944,-116.68200135231018,51.33529645204544,-29.610007286071777,35.18999528884888
ISPY1_1176,-22.671432495117188,147.3285675048828,-168.18307495117188,-0.136199951171875,-42.34923553466797,22.33826446533203
ISPY2_641697,-173.40562438964844,-5.2806243896484375,-141.1298065185547,26.995193481445312,-62.00221252441406,1.9977874755859375
ISPY2_706418,-196.20580047369003,-28.18850266933441,-155.856698513031,12.160599291324615,-58.36579895019531,6.6342010498046875
DUKE_725,1.8575911470417312,170.33973970969706,-121.29162791955702,47.19052057398579,0.31113433837890625,64.3111343383789
ISPY2_227832,-180.33011269569397,-12.289206564426422,-96.21100533008575,71.8299008011818,-10.009795188903809,54.790207386016846
ISPY2_252748,7.648385405540466,175.87755584716797,-121.14217638969421,47.08699405193329,-14.417289733886719,49.58271026611328
ISPY1_1204,-140.5000035762787,30.29999351501465,-99.61080372333527,69.13959681987762,-35.508273124694824,28.82781708240509
ISPY2_637752,-163.2792147397995,5.1322391629219055,-78.45882105827332,89.95263284444809,-51.978851318359375,12.021148681640625
ISPY2_348009,-1.076988935470581,167.25200629234314,-121.02349591255188,47.30549931526184,-45.70899963378906,18.291000366210938
ISPY2_685753,26.746368408203125,194.79324340820312,-77.69862365722656,90.34825134277344,-24.748184204101562,39.25181579589844
ISPY2_204939,-157.84844160079956,10.324632406234741,-95.55569052696228,72.61738348007202,-15.033294677734375,49.966705322265625
ISPY2_275034,-38.02459716796875,130.10040283203125,-81.92694091796875,86.19805908203125,13.037168860435486,77.9371702671051
DUKE_395,-165.74379926919937,2.27349853515625,-53.90828865766525,114.10900914669037,-22.402198791503906,41.597801208496094
ISPY1_1082,-2.520249843597412,166.60480880737305,-112.94184112548828,55.80815887451172,-11.338066101074219,52.72443389892578
DUKE_662,-171.89820868305992,-3.1482086484487963,-143.28213501136798,25.467864954020882,-11.625907897949219,52.37409210205078
ISPY2_930172,-141.8481929898262,26.16910481452942,-82.67369949817657,85.34359830617905,-67.959397315979,-3.1593947410583496
DUKE_577,35.09166225237754,203.57381081503286,-3.1244020298721296,165.35774646367068,-113.63384246826172,-49.63384246826172
ISPY2_273745,-178.23899841308594,-10.113998413085938,-110.41900062561035,57.70599937438965,-9.261154055595398,54.73892796039581
ISPY2_905264,-7.53245735168457,160.767538189888,-197.74809062480927,-29.448095083236694,-54.32976531982422,10.670234680175781
ISPY2_284593,-144.15759140253067,24.287600696086884,-106.11919367313385,62.325998425483704,-48.27149963378906,15.728500366210938
ISPY1_1147,3.600006103515625,171.60000610351562,-103.875,64.875,-64.46875,-0.40625
DUKE_778,42.51081418686756,211.43938711465802,-52.840489501707225,116.08808335678773,-24.402633666992188,39.59736633300781
ISPY2_639663,-167.9956306219101,0.33769869804382324,-88.63653844594955,79.69679087400436,-103.88922119140625,-38.88922119140625
ISPY2_815421,-165.1413116455078,2.9055633544921875,-78.32759857177734,89.71927642822266,-38.200965881347656,25.799034118652344
ISPY2_397505,23.756292045116425,191.79719817638397,-75.73060840368271,92.31029772758484,-74.7000081539154,-9.900005578994751
ISPY2_318438,-29.781707763671875,138.96829223632812,-139.6802215576172,29.069778442382812,-55.56028926372528,9.399711012840271
ISPY2_213913,-160.99179166555405,7.025506138801575,-128.94420045614243,39.073097348213196,-76.32480382919312,-11.524801254272461
ISPY2_779739,13.41800570487976,181.43530350923538,-106.80889904499054,61.20839875936508,9.046401977539062,73.04640197753906
ISPY2_820807,-18.002042770385742,150.04483222961426,-124.44953155517578,43.59734344482422,-59.74818420410156,4.2518157958984375
ISPY2_591079,-41.22099304199219,126.90400695800781,-97.10200119018555,71.02299880981445,-25.0,39.0
ISPY2_629606,-163.04219555854797,5.291133761405945,-123.58378946781158,44.749539852142334,-50.884422302246094,13.115577697753906
ISPY1_1239,-10.99999451637268,158.40000915527344,-124.84687900543213,44.0983510017395,-51.499900341033936,12.953193187713623
ISPY2_960963,4.479808270931244,172.9250003695488,-101.77128905057907,66.67390304803848,-47.09900379180908,17.700998783111572
ISPY2_768214,18.931158363819122,187.26448768377304,-65.79233253002167,102.54099678993225,-22.98869001865387,41.91131138801575
ISPY2_540539,19.8739013671875,188.6239013671875,-106.29988098144531,62.45011901855469,166.7137451171875,230.7137451171875
ISPY1_1212,-179.93915176391602,-11.939051628112793,-115.38320922851562,53.366790771484375,7.997291564941406,72.0597915649414
DUKE_383,-156.4125925898552,11.808204889297485,-65.79479229450226,102.42600518465042,-29.926803588867188,34.07319641113281
DUKE_539,-157.9480041861534,10.06929361820221,-116.9001002907753,51.11719751358032,-24.816864013671875,40.18306237459183
ISPY2_227055,15.288094758987427,183.44139724969864,-119.25710207223892,48.89620041847229,-41.2926025390625,22.7073974609375
ISPY2_172168,-3.4974365234375,165.2525634765625,-119.02239990234375,49.72760009765625,-51.574676513671875,12.425323486328125
ISPY2_129973,3.927322566509247,172.26065188646317,-123.39048463106155,44.942844688892365,-8.907386779785156,56.092613220214844
ISPY2_130580,12.935434579849243,181.06043457984924,-92.85910034179688,75.26589965820312,-45.173728227615356,19.626274347305298
DUKE_883,42.652840606843704,211.40283527703687,-118.80144010282584,49.948554498144915,5.226026177406311,70.12602758407593
ISPY1_1167,11.852996826171875,179.85299682617188,-95.0313491821289,73.7186508178711,-38.67400360107422,25.38849639892578
ISPY1_1202,-154.6284098625183,13.371656894683838,-101.18334197998047,67.17603302001953,-28.14716339111328,35.91533660888672
DUKE_346,-149.0136052966118,19.74719649553299,-111.36890131235123,57.39190047979355,-32.46907162666321,32.430964946746826
ISPY2_706639,-12.394401788711548,156.0850020647049,-148.55300426483154,19.9263995885849,-61.89380121231079,3.206195831298828
ISPY2_484867,19.70349407196045,187.9179985523224,-101.11200475692749,67.10249972343445,-43.92870330810547,20.07129669189453
DUKE_240,-167.94160240888596,0.07569539546966553,-80.25659370422363,87.76070410013199,-59.40913391113281,5.3907012939453125
ISPY2_825363,-18.982376098632812,149.7676239013672,-104.01129913330078,64.73870086669922,-63.99818420410156,1.0018157958984375
ISPY2_727804,-192.71307706832886,-24.703821182250977,-120.26148891448975,47.747766971588135,-42.56483459472656,22.435165405273438
ISPY1_1049,-7.838777542114258,162.16099548339844,-122.31866037845612,45.72869896888733,-26.015625,38.671875
ISPY2_809037,-129.95470809936523,38.08619803190231,-63.40140289068222,104.63950324058533,-30.652999877929688,34.34700012207031
ISPY2_895653,-174.30290627479553,-6.262000143527985,-109.18430536985397,58.856600761413574,-51.672895669937134,14.32710576057434
ISPY2_527581,16.625987589359283,184.9593169093132,-125.25312155485153,43.08020776510239,-50.47913694381714,14.320865631103516
DUKE_616,-10.573707342147827,157.4435904622078,-83.9467887878418,84.07050901651382,-36.98783779144287,27.012307167053223
DUKE_917,-11.376387059688568,156.66451907157898,-103.76370424032211,64.27720189094543,-18.759553909301758,46.14020836353302
ISPY2_493519,-147.4868065714836,20.950698018074036,-138.39739626646042,30.04010832309723,-41.16547393798828,22.83452606201172
ISPY2_866660,-4.694000244140625,163.43099975585938,-106.38800048828125,61.73699951171875,-70.51499938964844,-6.5149993896484375
ISPY1_1156,-171.13453102111816,-0.13458538055419922,-116.34669494628906,52.01268005371094,-11.675178527832031,52.38732147216797
ISPY2_313672,25.20549964904785,193.4200041294098,-132.24800491333008,35.96649956703186,-36.692999839782715,28.10700273513794
DUKE_573,-208.2719999551773,-39.792596101760864,-116.87200236320496,51.60740149021149,18.430099487304688,82.43009948730469
ISPY2_721099,-135.80100417137146,32.41350030899048,-68.08200287818909,100.13250160217285,-7.882897853851318,56.917104721069336
NACT_49,-2.9000141620635986,165.10000586509705,-130.7156219482422,37.33125305175781,-47.859375,16.828125
NACT_18,-12.899993896484375,155.10000610351562,-152.14999389648438,16.287506103515625,-14.78125,49.671875
ISPY2_676365,30.41823923587799,198.7515685558319,-72.01104784011841,96.32228147983551,-54.85357987880707,10.046421527862549
ISPY2_574091,2.3130035400390625,170.43800354003906,-116.5620002746582,51.5629997253418,6.624000549316406,70.6240005493164
ISPY2_102011,-33.00880539417267,135.03210073709488,-131.05130630731583,36.98959982395172,-48.04609489440918,17.953906536102295
NACT_41,-151.60000610351562,16.40001392364502,-92.046875,76.0,-48.3125,16.375
ISPY2_940186,-178.3418972492218,-10.18859475851059,-83.38440245389938,84.76890003681183,-78.9540023803711,-14.954002380371094
DUKE_597,-173.32889795303345,-5.311600148677826,-85.75109392404556,82.26620388031006,-3.5485000610351562,60.451499938964844
ISPY2_688955,-150.53380101919174,17.507105112075806,-84.80400758981705,83.2368985414505,7.107602596282959,73.10760402679443
DUKE_350,-1.220386803150177,166.82051932811737,-148.60331159830093,19.437594532966614,-2.401992082595825,62.39801049232483
ISPY2_801641,-3.7602243423461914,164.3647756576538,-133.96019744873047,34.16480255126953,-15.58123779296875,48.41876220703125
ISPY2_727255,-154.57869744300842,13.57460504770279,-150.36680245399475,17.78650003671646,-23.974998474121094,40.025001525878906
ISPY1_1137,-114.69999694824219,53.30000305175781,-86.7125015258789,81.7249984741211,-28.0,36.453125
ISPY2_809649,-170.0609953403473,-1.9792009592056274,-85.4011960029602,82.68059837818146,-27.834004878997803,36.96599769592285
ISPY2_266840,11.478011131286621,179.80700635910034,-72.65699481964111,95.67200040817261,-35.295196533203125,28.704803466796875
ISPY1_1228,8.522003173828125,176.52200317382812,-124.8125,43.625,4.30462646484375,68.75775146484375
ISPY2_182346,-1.6131707429885864,167.11079174280167,-119.58667206764221,49.13729041814804,-36.32762956619263,28.472373008728027
ISPY1_1151,-172.3282072544098,-2.1282107830047607,-106.99342346191406,61.75657653808594,-81.18568420410156,-17.123184204101562
ISPY2_235995,-153.6958988904953,14.457403600215912,-127.63850176334381,40.5148007273674,3.5370025634765625,67.53700256347656
ISPY2_563681,-163.7996992468834,4.35360324382782,-82.06460529565811,86.0886971950531,-7.489997863769531,56.51000213623047
DUKE_168,15.807769717545177,184.5577697521563,-69.73611454008946,99.0138854252994,-45.496490478515625,18.503509521484375
DUKE_710,-0.6000246944181075,167.88212386823722,-79.78889480568495,88.69325368785786,-4.985108256340027,59.91489315032959
ISPY2_286984,-11.35899829864502,156.72279608249664,-96.79019701480865,71.29159736633301,-10.518402099609375,53.481597900390625
ISPY2_890372,3.744691252708435,171.78559738397598,-86.72880905866623,81.31209707260132,-72.44849729537964,-6.448495864868164
ISPY2_604380,-159.609375,8.4375,-80.859375,87.1875,-81.0,-17.0
NACT_28,-180.89999186992645,-10.900002002716064,-99.84375,68.90625,-26.5,37.5625
ISPY2_152090,18.60780018568039,186.7611026763916,-65.45770364999771,102.6955988407135,0.7529983520507812,64.75299835205078
DUKE_874,-180.16860550642014,-11.40780371427536,-97.440603017807,71.32019877433777,6.489226818084717,71.38908755779266
DUKE_774,-179.29800415039062,-11.173004150390625,-67.53799438476562,100.58700561523438,-76.30596852302551,-11.405903816223145
ISPY2_539876,-16.998292803764343,151.4468992948532,-105.837193608284,62.60799849033356,-81.39680480957031,-17.396804809570312
ISPY2_962153,5.160198092460632,173.32580018043518,-100.5552020072937,67.61040008068085,-63.555999755859375,1.2440028190612793
ISPY2_568331,-187.79060208797455,-19.749695956707,-79.50800681114197,88.53289932012558,-46.80249643325806,17.997506141662598
ISPY1_1179,0.9295408725738525,168.929607629776,-75.79424285888672,92.56513214111328,14.070907592773438,78.13340759277344
ISPY1_1015,10.399993896484375,178.39999389648438,-144.75625610351562,23.993743896484375,-28.875,35.1875
DUKE_298,-50.37380009889603,117.79420524835587,-124.08520644903183,44.08279889822006,47.486270904541016,112.28609323501587
ISPY2_255078,-203.68085265159607,-34.59231698513031,-133.52383720874786,35.564698457717896,1.061230182647705,65.86123275756836
ISPY2_412772,-199.9805145263672,-31.933639526367188,-62.205848693847656,105.84102630615234,-11.101699829101562,52.89830017089844
ISPY2_567907,-152.26040536165237,15.780500769615173,-122.10840612649918,45.93250000476837,8.240302085876465,73.04030466079712
ISPY2_563856,-0.14699679613113403,168.00630569458008,-103.31860339641571,64.8346990942955,-23.43890380859375,40.56109619140625
ISPY2_521860,-152.578125,15.46875,-116.61344909667969,51.43342590332031,119.48995971679688,183.48995971679688
ISPY2_273691,19.898301362991333,187.91559916734695,-123.50239908695221,44.51489871740341,9.924400329589844,73.92440032958984
ISPY2_198891,-163.32439535856247,4.828907132148743,-105.78200262784958,62.37129986286163,-42.897308349609375,21.90269422531128
ISPY2_282644,-168.07629263401031,-0.058994829654693604,-124.5310001373291,43.48629766702652,-89.22500157356262,-23.225000143051147
ISPY2_629210,17.40579605102539,185.4526710510254,-152.90896606445312,15.137908935546875,19.716705322265625,83.71670532226562
ISPY1_1169,-7.8301801681518555,160.169846534729,-80.11470794677734,88.24466705322266,-54.689796447753906,9.372703552246094
ISPY2_586207,-155.16870546340942,12.872200667858124,-105.42100495100021,62.619901180267334,2.6856062412261963,67.48560881614685
ISPY2_492612,-170.81199645996094,-2.6869964599609375,-137.8120002746582,30.312999725341797,-86.02599668502808,-20.925999641418457
ISPY2_128675,15.352095186710358,183.3930013179779,-79.51850628852844,88.5223998427391,-33.96560192108154,32.03439950942993
ISPY2_736721,-180.1160888671875,-11.9520263671875,-114.89105224609375,53.27301025390625,-26.3681640625,37.6318359375
DUKE_521,-8.936996459960938,159.18800354003906,-127.81300354003906,40.31199645996094,-68.15805095434189,-3.15816330909729
ISPY2_653325,-183.59884643554688,-15.591033935546875,-162.2561798095703,5.7516326904296875,-36.356224060058594,27.643775939941406
ISPY2_139771,23.611507534980774,192.05669963359833,-20.166996121406555,148.278195977211,-67.84901094436646,-3.049008369445801
ISPY2_932200,15.501007080078125,183.62600708007812,-93.7859992980957,74.3390007019043,-48.441001892089844,15.558998107910156
ISPY2_209397,13.26708996295929,181.30799609422684,-90.28010827302933,77.76079785823822,-39.25349950790405,25.5465030670166
ISPY2_528479,-159.1392364501953,8.907638549804688,-79.74333953857422,88.30353546142578,-38.495201110839844,25.504798889160156
ISPY1_1136,-155.68600463867188,14.31362247467041,-135.4823760986328,32.56449890136719,-29.884422302246094,34.803077697753906
ISPY2_753109,14.173095166683197,182.19039297103882,-93.98479777574539,74.03250002861023,-34.075599670410156,29.924400329589844
ISPY2_417474,2.069000244140625,170.19400024414062,-142.5620002746582,25.562999725341797,-42.56340026855469,21.436599731445312
ISPY2_317131,25.238293766975403,193.39159625768661,-116.08280128240585,52.07050120830536,-73.61099672317505,-8.810994148254395
ISPY2_262131,-167.4864017367363,0.55450439453125,-102.19671112298965,65.8441950082779,-49.48039388656616,15.319608688354492
DUKE_010,32.401894211769104,200.41919201612473,-63.065299451351166,104.95199835300446,15.427101135253906,79.4271011352539
ISPY2_572793,37.865263760089874,206.15097171068192,-91.15981578826904,77.125892162323,80.5,144.5
ISPY1_1038,-148.6999969482422,21.300003051757812,-113.703125,54.734375,-41.68437194824219,22.768753051757812
ISPY2_609642,-37.203582763671875,131.54641723632812,-85.19607543945312,83.55392456054688,-12.34062910079956,52.459373474121094
ISPY1_1103,-18.796626329421997,149.2034137248993,-84.8854770064354,83.47388514876366,-3.4995642006397247,60.562930911779404
ISPY2_209967,-176.38649463653564,-8.057499408721924,-123.80399560928345,44.52499961853027,-69.49099731445312,-5.490997314453125
ISPY2_783764,-174.19860416650772,-6.157698035240173,-75.32090711593628,92.71999901533127,-29.899797916412354,36.10020351409912
ISPY2_571995,-165.7730004787445,2.555994749069214,-86.03049325942993,82.29850196838379,-59.39299774169922,4.607002258300781
DUKE_225,-155.48599243164062,12.639007568359375,-84.67300415039062,83.45199584960938,-42.304603576660156,21.695396423339844
ISPY2_408692,9.575491189956665,177.7899956703186,-98.10050749778748,70.11399698257446,-20.27100372314453,43.72899627685547
ISPY2_791321,-133.7064666748047,35.04353332519531,-153.0146484375,15.7353515625,-66.3092246055603,-1.5092220306396484
ISPY2_810965,-181.50700855255127,-13.292504072189331,-152.8375039100647,15.377000570297241,-48.417198181152344,15.582801818847656
ISPY2_386664,-174.1432051062584,-5.98990261554718,-84.99409902095795,83.15920346975327,-9.77820110321045,55.021801471710205
NACT_36,-188.3000030517578,-20.300003051757812,-88.1187515258789,79.9281234741211,-78.296875,-13.609375
ISPY2_222135,-160.54954302310944,7.885234951972961,-100.46326148509979,67.9715164899826,-45.122541189193726,19.67746138572693
ISPY2_652480,-147.98040336370468,20.17289912700653,-85.82480329275131,82.3284991979599,-3.0029983520507812,60.99700164794922
ISPY2_426106,-222.74199295043945,-53.942192912101746,-113.8770033121109,54.92279672622681,-36.69510769844055,28.104894876480103
ISPY2_896939,-170.51199340820312,-1.761993408203125,-133.875,34.875,-26.500136375427246,37.499945640563965
NACT_01,-7.6999969482421875,160.3000030517578,-100.4124984741211,68.3375015258789,-25.71875,38.34375
ISPY2_840501,12.827438354492188,181.5774383544922,-87.29959106445312,81.45040893554688,-46.7388072013855,18.26119041442871
DUKE_610,-37.31439357995987,130.85120850801468,-110.81540161371231,57.35020047426224,-110.65811729431152,-45.85826921463013
ISPY2_531672,26.954254150390625,195.62612915039062,-142.5649871826172,26.106887817382812,-69.03518116474152,-4.135179758071899
ISPY2_924071,-181.4701995253563,-13.429293394088745,-141.21030741930008,26.83059871196747,30.929498434066772,96.92949986457825
ISPY2_628823,-177.9906004667282,-9.829103946685791,-87.11089706420898,81.05059945583344,-15.568104028701782,50.43189740180969
ISPY2_646600,-145.27027666568756,23.02971887588501,-190.4199012517929,-22.119905710220337,-43.59404754638672,21.40595245361328
ISPY2_923968,-155.99457770586014,12.234592735767365,-132.19088953733444,36.03828090429306,-7.588689684867859,57.31131172180176
ISPY1_1146,-5.171443939208984,164.82901000976562,-156.40850067138672,11.638374328613281,-36.731998443603516,27.955501556396484
ISPY2_122795,-173.66660022735596,-5.445802748203278,-72.99299424886703,95.22780323028564,-15.391998291015625,48.608001708984375
ISPY2_317641,13.6719970703125,181.7969970703125,-83.61699676513672,84.50800323486328,-26.2218017578125,37.7781982421875
ISPY2_446263,-174.55779892206192,-6.516892790794373,-85.4207056760788,82.62020045518875,-1.675400733947754,64.32460069656372
ISPY2_496205,-192.28419268131256,-24.26689487695694,-137.87109822034836,30.146199584007263,5.927001953125,69.927001953125
ISPY2_794128,-180.781005859375,-12.656005859375,-121.48149871826172,46.64350128173828,-22.37999725341797,41.62000274658203
ISPY2_478055,-0.11360454559326172,167.90369325876236,-164.2603977918625,3.7569000124931335,5.704002380371094,70.7040023803711
ISPY2_178649,-150.78318870067596,17.516806840896606,-169.102397441864,-0.8024019002914429,-49.42198181152344,15.578018188476562
ISPY2_464547,9.881683349609375,178.63168334960938,-114.39949798583984,54.350502014160156,-93.61682891845703,-28.61682891845703
ISPY2_573586,1.2903960943222046,169.30769389867783,-73.22960442304611,94.78769338130951,-20.910767555236816,43.88915777206421
ISPY2_153880,-189.89599919319153,-21.73039710521698,-149.67280232906342,18.492799758911133,-59.53600311279297,4.463996887207031
ISPY1_1034,-9.599998474121094,158.4000015258789,-108.859375,59.1875,-37.046875,27.640625
DUKE_724,39.38143044064281,207.3948266190162,-111.50386028110154,56.5095358283516,-6.28692626953125,57.71307373046875
DUKE_255,-164.7531960606575,3.26410174369812,-85.79869967699051,82.21859812736511,-49.304603576660156,14.695396423339844
NACT_08,10.40000319480896,180.39999306201935,-89.4593734741211,78.5875015258789,-22.75,41.9375
DUKE_650,27.32140403985977,195.36231017112732,-109.06971365213394,58.971192479133606,-13.597297668457031,50.40270233154297
NACT_52,-186.8000030517578,-18.800003051757812,-110.09375,57.953125,15.46875,80.15625
DUKE_115,-13.879602015018463,154.13769578933716,-87.82499396800995,80.19230383634567,13.353897094726562,77.35389709472656
NACT_03,-187.8000030517578,-19.800003051757812,-127.1312484741211,40.915626525878906,-62.828125,1.859375
ISPY2_600536,-178.0057064294815,-9.852403938770294,-105.61910074949265,62.53420174121857,-83.09730529785156,-19.097305297851562
ISPY2_459311,-124.33589899539948,43.70500713586807,-66.0495058298111,101.99140030145645,3.0124003887176514,69.01240181922913
ISPY2_666450,-167.28799438476562,0.837005615234375,-90.0199966430664,78.1050033569336,-42.196998596191406,21.803001403808594
DUKE_758,-183.9357933998108,-15.456389546394348,-65.02440893650055,103.4549949169159,-30.589926719665527,34.21003723144531
ISPY2_602451,-20.356885850429535,148.26290214061737,-139.01310062408447,29.606687366962433,-41.079487562179565,23.82051384449005
ISPY2_950131,-181.22948932647705,-12.90049409866333,-68.40099358558655,99.92800164222717,-51.06300354003906,12.936996459960938
ISPY2_108939,-180.49790954589844,-11.747909545898438,-91.87727355957031,76.87272644042969,-32.429718017578125,31.570281982421875
ISPY2_587388,-171.55096435546875,-3.36346435546875,-102.90505981445312,65.28244018554688,-22.13886260986328,41.86113739013672
DUKE_850,9.523772536660934,178.09520516172012,-85.27319172282199,83.29824083308806,-54.776031494140625,9.223968505859375
ISPY1_1142,-46.049354553222656,123.95009422302246,-143.92349243164062,24.123382568359375,-16.389873504638672,48.29762649536133
ISPY2_111674,-12.73486328125,156.01513671875,-113.96900939941406,54.78099060058594,-47.37590789794922,17.62409210205078
ISPY2_579881,-158.1603888273239,9.921405553817749,-110.04119610786438,58.04059827327728,19.12030029296875,83.12030029296875
ISPY2_291515,-182.86700439453125,-14.74200439453125,-97.36799621582031,70.75700378417969,-16.586997985839844,47.413002014160156
DUKE_822,-160.7461923956871,7.294713735580444,-94.15301275253296,73.88789337873459,-19.46485024690628,45.53507614135742
ISPY2_489973,-141.7424783706665,26.557517170906067,-134.30802202224731,33.991973519325256,-76.49247741699219,-11.492477416992188
ISPY2_443444,-134.35598754882812,34.394012451171875,-153.8069610595703,14.943038940429688,-6.1074981689453125,58.89250183105469
DUKE_136,1.7827048301696777,169.9360073208809,-71.78520143032074,96.36810106039047,29.500198364257812,93.50019836425781
ISPY1_1225,-146.42233276367188,21.577667236328125,-68.67622375488281,99.37065124511719,-62.40290832519531,2.2845916748046875
ISPY2_301665,13.90429413318634,181.9452002644539,-151.78450691699982,16.25639921426773,-49.83159637451172,14.168403625488281
ISPY2_374121,-130.64069020748138,37.80450189113617,-98.28159272670746,70.1635993719101,-26.804702758789062,37.19529724121094
ISPY2_808714,-169.48269474506378,-1.4653969407081604,-40.55049043893814,127.46680736541748,-19.2559974193573,45.544005155563354
ISPY1_1161,34.18583154678345,204.18605852127075,-125.28262329101562,42.764251708984375,-6.876121520996094,57.811378479003906
ISPY2_127791,-172.23064106702805,-3.9674788117408752,-102.01703202724457,66.2461302280426,135.48995971679688,199.48995971679688
ISPY2_420523,-159.29825657606125,9.163280546665192,-101.56074780225754,66.9007893204689,-52.723228454589844,11.276771545410156
ISPY2_745633,-23.45442569255829,144.84556984901428,-118.99908924102783,49.30090630054474,-72.5807113647461,-7.580711364746094
ISPY2_303947,-153.74887084960938,15.001129150390625,-75.56475830078125,93.18524169921875,-85.2240434885025,-20.324042081832886
DUKE_061,-2.546000897884369,165.47129690647125,-96.42759454250336,71.58970326185226,-20.15271693468094,44.847131967544556
ISPY2_374106,0.4940032958984375,168.61900329589844,-81.81999969482422,86.30500030517578,12.441305160522461,77.24130773544312
ISPY1_1077,-23.599998235702515,145.8000054359436,-105.92500305175781,62.51249694824219,-9.09375,55.359375
ISPY2_382853,-192.23671889305115,-23.90338957309723,-99.30542850494385,69.02790081501007,-13.277847290039062,51.72215270996094
DUKE_244,-169.4177063703537,-1.2644038796424866,-58.31701076030731,109.8362917304039,-17.121902465820312,46.87809753417969
ISPY2_111646,-190.35549974441528,-22.140995264053345,-164.72000455856323,3.494499921798706,-20.750999450683594,43.249000549316406
ISPY2_953885,-150.37069523334503,17.64660257101059,-57.315699994564056,110.70159780979156,-20.030004262924194,44.76999831199646
NACT_24,41.70000445842743,211.69999432563782,-127.1500015258789,40.896873474121094,-52.28125,12.40625
ISPY1_1222,-17.399993896484375,150.60000610351562,-118.40624046325684,49.60166120529175,-58.89853763580322,5.788996696472168
